business_id,name,industry,turnover,electricity_usage,employee_count,freight_cost
35ACXJY1155H9Z6,Entity_32,Logistics,40.56,1215.03,15,812.49
29ABOFA9867Z6ZU,Entity_33,Manufacturing,166.85,16688.66,53,6658.08
25DAGIC4009U2ZM,Entity_34,Construction,174.38,5230.66,53,872.89
34SCRWX6820R5ZY,Entity_35,Construction,275.58,8264.48,85,1379.56
19UNORV3439Y2Z3,Entity_36,Construction,65.14,1950.94,21,324.25
34UGLBM4817T6ZP,Entity_37,Wholesale,159.55,4785.85,50,798.36
31VZPPU7252K3ZU,Entity_38,Services,352.36,10573.23,282,1760.2
20BHCNN6825M8ZD,Entity_39,Manufacturing,222.68,22271.0,67,1114.45
31ZUHJS7299V4ZY,Entity_40,Wholesale,146.79,4402.86,46,732.38
27ICCCJ8357A1ZJ,Entity_41,Retail,175.36,42090.64,54,878.32
11MUWKA5610Y7ZH,Entity_42,Manufacturing,294.89,29490.08,89,1472.57
31EFGJX4387L1Z4,Entity_43,Logistics,367.68,11034.95,888,7354.12
29TCUHY5042B2ZM,Entity_44,Retail,41.57,9946.4,14,209.64
18JFHVT8791A8ZB,Entity_45,Construction,321.11,9630.52,99,1607.1
29ODIKK8670A4ZL,Entity_46,Construction,278.26,8346.64,86,1391.26
34QZHNE0904V5Z1,Entity_47,Manufacturing,229.81,22981.45,69,1148.14
31STZBL5839V7Z7,Entity_48,Wholesale,142.99,4294.51,45,713.17
12MGRYE8099T5ZO,Entity_49,Retail,113.35,3398.66,35,566.46
31JNDJW4186V3Z3,Entity_50,Construction,53.67,1607.64,19,267.11
10SOLJL2849H8ZO,Entity_51,Construction,383.4,11503.14,117,1916.4
23MREKP9969H6ZZ,Entity_52,Manufacturing,131.32,13130.35,328,656.76
31UWNBO1285S2ZL,Entity_53,Retail,283.83,8512.98,87,1419.21
35CRCSQ0727D5ZO,Entity_54,Construction,355.74,10672.03,108,1777.86
17DSHOD7114G4Z5,Entity_55,Retail,21.18,636.59,8,106.85
34PKDAQ7189H1ZO,Entity_56,Manufacturing,380.04,38000.26,115,1900.31
21ZENSI0491U9ZF,Entity_57,Construction,331.38,9942.51,101,1658.53
21YMDAL6551M8ZE,Entity_58,Wholesale,106.38,3189.27,34,530.41
20XBWIJ7070O2Z4,Entity_59,Logistics,247.35,7425.49,77,4948.91
13DTWVI7402W3ZC,Entity_60,Wholesale,79.28,2374.83,24,398.31
19DDLRJ1159O6ZP,Entity_61,Retail,220.98,6626.63,68,1106.44
17NEEVV7056U8Z3,Entity_62,Logistics,315.44,9460.91,96,50482.64
11MVKRY1171O2ZA,Entity_63,Retail,52.13,12494.88,16,260.01
26WDXRM9035S4ZB,Entity_64,Manufacturing,362.32,36235.42,109,1810.69
14MIJGJ0309R9Z1,Entity_65,Services,223.49,6700.06,179,8952.08
31CQHWL7416I1ZK,Entity_66,Wholesale,154.94,4643.86,49,6211.68
19FIXSL2984Q7Z5,Entity_67,Retail,65.54,1964.89,22,328.83
35WSFMD4997W7ZX,Entity_68,Retail,165.36,4957.52,52,827.56
27ZJBAA7514F5ZG,Entity_69,Manufacturing,343.88,34392.42,106,1720.24
30OOVNJ6160A9ZE,Entity_70,Manufacturing,239.57,23958.14,74,1198.44
34MQAYI1413L9ZQ,Entity_71,Services,286.17,8583.69,231,1432.1
26TUVGS9249U4Z5,Entity_72,Construction,192.47,5774.03,58,7685.44
34RHZMB2710Q2ZL,Entity_73,Manufacturing,369.31,36927.9,113,1846.54
25AYYVM3623K8ZV,Entity_74,Services,33.94,1022.86,29,169.56
36YLVIR4235Z9ZQ,Entity_75,Retail,116.42,3493.41,36,4654.0
16WLMCB8984Z9ZS,Entity_76,Wholesale,163.29,4894.92,50,815.85
35TMRTI1478A1ZS,Entity_77,Services,237.28,7122.06,190,1185.91
16CAPCY5025I7ZK,Entity_78,Services,37.32,1116.0,30,185.56
14XYYXM2391A1ZY,Entity_79,Logistics,201.48,6042.39,61,4029.66
33MCLDT9102T8ZB,Entity_80,Services,252.44,7568.62,204,1263.05
30PDOTQ0977T1ZS,Entity_81,Construction,211.46,6344.65,66,1058.15
18USYMU7512W3ZY,Entity_82,Retail,298.09,8940.92,90,1490.45
11IAMGZ4417Z8ZB,Entity_83,Construction,154.6,4634.24,49,774.92
15UIHYW0238W9ZV,Entity_84,Services,269.84,64734.96,216,1349.88
17ZUHWG8090J4ZJ,Entity_85,Wholesale,71.32,2139.1,176,354.82
33VJNFZ8647V8ZI,Entity_86,Wholesale,118.25,3546.04,38,592.21
24ANJFV6966S1ZB,Entity_87,Manufacturing,144.08,14406.69,44,719.81
10ININB7058M9ZL,Entity_88,Logistics,105.35,3156.32,34,2108.44
28KEEIG0513T8ZA,Entity_89,Wholesale,355.56,10671.01,109,1779.52
34UURYP1045W4ZP,Entity_90,Logistics,70.22,2107.93,23,1404.78
34DORZK3755M5ZL,Entity_91,Services,211.25,6333.04,172,1057.17
14DJGJO4830E6Z1,Entity_92,Construction,296.91,8906.49,91,11882.08
10QGBIW9181C3ZC,Entity_93,Logistics,319.57,9585.79,96,6392.4
31SEUGP7118G5ZW,Entity_94,Manufacturing,357.7,286144.72,108,1788.09
10UZFPA4750V2Z5,Entity_95,Construction,359.05,10775.71,109,1797.1
16PFBPN3184T7Z2,Entity_96,Construction,288.18,8644.63,87,1439.52
21GOYRT8545O3Z0,Entity_97,Construction,57.7,1730.62,19,288.14
21WIBRG5580U9ZH,Entity_98,Retail,169.53,5087.49,51,845.83
19FUVJZ5557J4ZE,Entity_99,Logistics,312.52,9371.52,95,50012.72
33EZLAI5265O7Z7,Entity_100,Logistics,103.31,3095.54,264,2065.05
29PNHWR8569D9ZT,Entity_101,Wholesale,64.24,1925.65,20,319.54
17CKHKX3232H2ZQ,Entity_102,Services,100.88,3027.46,83,504.46
23TOSDZ0643W1Z7,Entity_103,Construction,21.8,657.89,7,110.53
35KMYBS8867X3ZE,Entity_104,Services,199.13,5975.26,160,996.63
26OOPUB8707K1ZQ,Entity_105,Manufacturing,248.57,24858.47,76,9943.76
12PRCHV3822X8ZA,Entity_106,Manufacturing,214.55,21457.75,66,1071.46
37CKGWA7428N6ZH,Entity_107,Wholesale,388.85,11669.99,117,1946.02
27TODET7462D7ZY,Entity_108,Construction,362.64,10881.35,110,1812.35
12DYSFZ9858R1ZK,Entity_109,Logistics,96.89,2902.6,30,1938.69
36LEPVG5007H6Z6,Entity_110,Manufacturing,42.52,4256.97,15,214.02
22PSTRC6925F7ZO,Entity_111,Services,78.41,2354.86,504,391.49
29EHIUK2161E3ZE,Entity_112,Construction,176.81,5304.06,56,885.89
11SCRHR4676O8ZS,Entity_113,Manufacturing,356.78,35675.06,872,1783.72
28RHVLZ2675I5ZF,Entity_114,Manufacturing,347.52,34754.47,106,13901.04
34DOLBX8216K6Z4,Entity_115,Services,22.41,672.64,19,113.14
16XIWDQ2866C5ZG,Entity_116,Construction,291.49,8748.07,89,1457.75
17MTOMW1020N1Z6,Entity_117,Logistics,105.72,3166.75,33,2115.11
30BAWEM5465R3Z6,Entity_118,Retail,139.43,4187.2,42,696.52
18XUSVN3534N3Z5,Entity_119,Retail,349.99,10500.6,105,1750.15
28CUSPS3063R2ZJ,Entity_120,Manufacturing,75.13,60089.28,24,374.27
29JTXXQ4832S3ZR,Entity_121,Services,210.79,6326.06,169,1054.75
32OESFI5386Z8ZE,Entity_122,Manufacturing,377.47,37743.0,114,1887.01
11OZCAB2768C6Z3,Entity_123,Manufacturing,188.4,18838.84,59,942.08
13ORREV8533T1ZG,Entity_124,Retail,287.52,8622.84,87,1437.23
18HZIQT2098F4Z0,Entity_125,Wholesale,145.54,4368.86,46,727.51
25AWKTR6039Y3ZP,Entity_126,Wholesale,250.64,7517.33,76,1252.06
25FDHNL5580E5ZU,Entity_127,Retail,269.58,8085.56,82,1346.32
11TXEVH9136J6ZK,Entity_128,Retail,277.18,8316.04,86,1385.37
22QXDPA5884R2Z6,Entity_129,Wholesale,18.6,554.81,7,93.47
14PPNVI8422A1ZN,Entity_130,Services,70.24,2107.19,464,349.34
36QMPPO5482R7ZD,Entity_131,Wholesale,201.46,6043.18,62,8066.08
28WPBKF7857A6ZP,Entity_132,Wholesale,222.22,6662.67,67,1111.83
30GWVGV1970P7ZZ,Entity_133,Retail,126.26,3787.16,40,629.39
18QOUTP9005X3ZM,Entity_134,Manufacturing,196.57,19658.45,60,981.99
16DAEZS9477M3ZL,Entity_135,Retail,315.57,9465.4,97,1577.58
22HUNEL1503B9Z0,Entity_136,Retail,55.61,1670.14,18,276.99
20SSNZD0319H7ZD,Entity_137,Services,82.11,2461.25,66,408.66
21HNFQL8427Y5Z1,Entity_138,Manufacturing,59.87,5990.08,20,299.17
14WIUPJ3560S4Z1,Entity_139,Construction,73.45,2204.48,200,368.73
18HKKKJ9225L4Z2,Entity_140,Services,19.61,591.48,17,96.08
24LTHIC9888Q4ZW,Entity_141,Logistics,119.0,3574.43,36,2379.67
33QIQAI3975M5ZH,Entity_142,Construction,78.92,2364.25,26,3151.12
14PKEAD3798O6ZN,Entity_143,Logistics,242.16,7260.48,75,4843.33
28MOTBJ6632P9Z9,Entity_144,Construction,301.61,9049.33,92,12067.44
22CKOML3166A6ZS,Entity_145,Manufacturing,205.85,20588.56,64,1028.1
28EISFN2290G8Z2,Entity_146,Services,324.0,9721.84,262,1619.55
11YMFPS0739Q3ZK,Entity_147,Services,48.43,1450.26,40,240.83
36TFUAD5670G5ZB,Entity_148,Services,115.09,3449.91,95,575.01
24EHXXU1787B2ZC,Entity_149,Construction,200.85,6023.89,62,8039.2
21QTXCW4143G6ZK,Entity_150,Manufacturing,333.78,33379.29,102,1670.81
10WNZWO5634J5Z5,Entity_151,Logistics,222.47,6676.28,69,4449.93
14OALCK6108B9ZG,Entity_152,Retail,383.84,11516.39,118,1919.11
33IQEXG4177A3ZV,Entity_153,Construction,392.91,94271.84,119,1963.39
27PFIHN0377Q2ZL,Entity_154,Wholesale,22.77,685.2,7,113.43
16WEQFT9847Q9ZJ,Entity_155,Construction,329.95,9894.07,99,1651.3
18KCSNQ5801Q7ZB,Entity_156,Services,42.0,1262.39,34,209.48
29MHEDX8323H7ZF,Entity_157,Services,110.64,3323.96,91,4439.84
32XFRUE5465B5Z1,Entity_158,Logistics,352.56,10578.34,106,7050.64
23CTSEM0856Y2ZI,Entity_159,Manufacturing,239.1,23914.07,72,1196.52
32DDUCZ7361M3ZL,Entity_160,Retail,68.92,16574.24,23,345.56
11TPQQQ5796C2Z4,Entity_161,Logistics,186.68,5598.95,57,3731.74
19DCGCJ4891X5Z1,Entity_162,Services,34.26,1030.49,30,171.23
18YUQHH7077B8ZJ,Entity_163,Services,384.78,11542.55,310,1923.04
12IAIWI5063M9ZT,Entity_164,Wholesale,303.78,72942.64,92,1520.72
30NHACA1894C3ZR,Entity_165,Retail,398.33,11946.23,121,1990.9
26ILOEG0031A7ZR,Entity_166,Services,37.56,1129.45,32,1487.28
14LNCON2050B8Z5,Entity_167,Manufacturing,314.14,31417.87,95,1570.8
30OLVGO9047U7ZL,Entity_168,Retail,83.69,2510.87,28,417.02
28GHCIK0799Q6Z0,Entity_169,Logistics,186.16,5587.25,56,3722.55
21BMDCY9173F7ZA,Entity_170,Services,73.69,2206.64,61,368.92
16LLTNJ6246A6ZC,Entity_171,Services,234.19,7024.6,190,9372.88
30CTOHF9447P4ZD,Entity_172,Logistics,155.21,4655.04,49,3103.8
35WEGBD5700F1ZF,Entity_173,Wholesale,114.03,3425.07,36,568.94
29NWWNH5501F5Z2,Entity_174,Services,394.7,11836.09,317,1973.47
16UUGOS1669G8ZP,Entity_175,Retail,17.34,520.52,7,87.92
20ZCCDQ7878A4ZI,Entity_176,Wholesale,344.19,10329.5,104,1720.08
25PZIBC3732R3ZK,Entity_177,Retail,62.64,1877.81,19,313.18
22SPUHQ9211K4Z0,Entity_178,Wholesale,373.62,11211.32,114,1869.2
25XCYJF6199V2ZU,Entity_179,Retail,308.22,9245.03,93,1540.48
12WNHYV2312X2ZU,Entity_180,Services,307.27,9219.05,246,12302.32
15GFDSU0624C5Z2,Entity_181,Services,34.2,1021.5,232,172.08
23RKBKZ8468L6ZQ,Entity_182,Construction,139.52,4187.96,42,699.33
10LPHGP4155Q5Z1,Entity_183,Manufacturing,296.26,29629.99,89,1479.41
34BUMNN2577T6Z4,Entity_184,Logistics,123.25,3695.67,296,2463.6
24LDHMK6500T5Z9,Entity_185,Services,164.91,4944.2,134,823.54
15EBSMT2918B2ZJ,Entity_186,Manufacturing,110.53,11048.37,36,551.18
10FJNAW2693G4Z0,Entity_187,Logistics,340.79,10223.41,104,6816.93
34PBHAL6665F1Z9,Entity_188,Logistics,79.75,2392.25,25,1596.31
33HPSDJ4267B6ZA,Entity_189,Wholesale,324.4,9727.03,99,1620.67
33AJTVS6688G4ZZ,Entity_190,Wholesale,386.94,11608.11,118,1935.1
31QUONW6159I5Z1,Entity_191,Construction,334.95,10052.94,101,1674.21
24KCXEI3411K7Z7,Entity_192,Manufacturing,179.62,17961.9,54,898.03
19QHDOM5280L8ZI,Entity_193,Services,67.13,2016.36,55,336.61
32JWEQK1079Z6ZU,Entity_194,Logistics,195.36,5862.03,60,31259.92
12UNDYD1402R2ZJ,Entity_195,Services,391.99,11762.24,316,1961.43
14ILDGQ0136N1Z8,Entity_196,Logistics,146.58,4400.57,45,2930.69
36QEYBS8868A9ZW,Entity_197,Logistics,215.82,6478.95,66,4315.51
24CFOVC2518E4Z2,Entity_198,Wholesale,194.01,5821.16,61,969.63
15WONZB7998P5ZY,Entity_199,Construction,99.98,2997.06,32,499.8
34YURAA2138W9ZA,Entity_200,Retail,377.06,11312.05,114,1886.24
31ZWQDS3665K2ZX,Entity_201,Logistics,381.75,11450.52,115,7635.76
23OLOVX8066E2ZX,Entity_202,Construction,10.29,312.62,6,51.51
30UQKWB5491K5ZM,Entity_203,Manufacturing,125.88,12590.51,39,631.1
16RAWGQ0452O1ZR,Entity_204,Construction,322.16,9664.05,97,1609.46
11YTDUY5012T2Z2,Entity_205,Construction,115.14,3458.92,296,573.86
10KVFJS4456H4Z3,Entity_206,Logistics,75.07,2247.13,25,1499.84
18KOQFI3548V2ZQ,Entity_207,Logistics,202.31,6064.63,496,4046.55
16ZBGPR1570R2ZO,Entity_208,Manufacturing,119.91,11989.59,36,601.34
32XRBWR8297T9ZB,Entity_209,Construction,31.4,944.75,11,158.09
34HRFKG1354E4Z2,Entity_210,Logistics,244.03,7320.55,74,4882.18
20CIGQJ0666T5ZH,Entity_211,Logistics,113.5,3401.48,35,2270.84
12SJTYT5141N4ZH,Entity_212,Wholesale,314.75,9438.74,95,1573.22
29IJCDH2847S4ZZ,Entity_213,Services,263.78,7914.89,212,1319.18
34HJOFV7623O8ZL,Entity_214,Construction,105.9,3172.14,32,528.47
36QUXUP1398K9ZZ,Entity_215,Retail,229.35,6882.97,71,1145.86
19KRFIL5347N2Z7,Entity_216,Logistics,380.68,11416.98,115,7614.28
10OPGEH1756I1ZF,Entity_217,Construction,68.7,2059.67,22,344.86
26WEENO3569N5ZK,Entity_218,Construction,193.01,5787.75,59,964.9
18EFLNM5350W1ZA,Entity_219,Services,19.75,591.46,18,97.31
35KXVAL8891G2ZT,Entity_220,Construction,118.16,3541.59,37,589.53
22MSNZD3212F2ZW,Entity_221,Retail,288.93,8669.89,88,1443.75
18XUZHR0802F3Z2,Entity_222,Wholesale,172.11,5164.0,53,862.15
25IWFEU9055Y5Z4,Entity_223,Construction,155.91,4681.87,48,778.73
26UEMYC7039S6ZH,Entity_224,Retail,218.23,6546.62,68,8729.44
37AQHKR6607N1Z2,Entity_225,Services,296.16,8888.04,239,1482.11
31SZFNV7965K7ZT,Entity_226,Logistics,176.74,42412.56,56,3536.23
34BISRM2010C7Z3,Entity_227,Wholesale,77.7,2333.26,24,388.66
26IYENV9751Z7Z1,Entity_228,Construction,51.87,1559.01,16,257.39
13CQVTS7653D3ZZ,Entity_229,Logistics,166.78,4998.68,51,3333.91
36PYFTC2918T6ZU,Entity_230,Wholesale,118.03,3543.64,36,591.47
19JRXEZ1321J7ZB,Entity_231,Construction,70.99,2129.41,22,353.13
26AYXFT6376H7ZS,Entity_232,Construction,163.39,4906.03,51,818.88
37BFYJS7809C6ZJ,Entity_233,Manufacturing,234.9,23493.81,72,1175.22
15ELQJD6235J5ZP,Entity_234,Retail,194.06,5826.64,60,971.62
25BKRTZ3784N8ZL,Entity_235,Services,80.95,2427.32,65,403.22
27HLQYX9359W4ZJ,Entity_236,Retail,313.69,9414.37,97,1566.68
21HMUJQ7576Q3Z8,Entity_237,Wholesale,381.08,11431.37,116,15229.04
15ZODHN7790W5ZQ,Entity_238,Logistics,386.42,11591.03,118,61832.48
31VINTO0041W4ZD,Entity_239,Retail,354.86,10645.81,108,1772.96
23FNJSF5935C1Z9,Entity_240,Wholesale,242.26,7267.47,73,1211.85
20BSHTS0660Y5ZZ,Entity_241,Construction,28.31,852.32,11,143.33
37WLQFE2765Y3ZW,Entity_242,Logistics,383.06,11492.88,115,7660.08
22ZJAII3100I6Z5,Entity_243,Logistics,222.55,6678.31,69,35615.68
37TWQGG8579S9Z4,Entity_244,Retail,369.21,11079.11,111,1846.65
35HLKOF9075F9Z2,Entity_245,Manufacturing,235.04,23506.95,71,1173.69
16NHWER3232S1ZR,Entity_246,Wholesale,10.29,306.22,6,50.59
33ZAUSO1879A8ZV,Entity_247,Manufacturing,53.08,5311.07,18,264.42
25QJHJM1701S8ZI,Entity_248,Retail,283.93,8520.03,87,1419.77
37VVRXK3970A2ZZ,Entity_249,Wholesale,129.13,3871.1,39,646.42
24DAPNO3680R8ZM,Entity_250,Construction,22.17,669.37,72,110.77
36EVXTM5186Y2ZQ,Entity_251,Retail,101.99,3055.37,33,508.61
18RLTHH7231K4ZI,Entity_252,Manufacturing,206.17,20619.37,64,1032.01
20QFUVN0731I4Z1,Entity_253,Services,66.52,2000.4,54,334.07
33SBQRX5338J7Z3,Entity_254,Manufacturing,49.21,4923.9,15,247.07
34DXJFV1815J1ZD,Entity_255,Services,233.29,55996.56,188,1167.09
35UYRXZ8298A8ZY,Entity_256,Construction,372.92,11187.99,113,1865.04
32XNBIY4358P9ZG,Entity_257,Logistics,224.8,6746.22,70,4497.37
29XZHXS2360S5ZX,Entity_258,Retail,91.85,2754.5,29,3666.72
19NDDSI2985I3ZI,Entity_259,Manufacturing,387.64,38762.44,117,1939.7
30XWNMD8078F2Z6,Entity_260,Retail,52.21,1568.02,16,262.04
17OXWJR6904H2ZL,Entity_261,Retail,344.83,10341.72,106,1723.29
29OGLQM4716Y2Z9,Entity_262,Logistics,49.32,1475.2,16,987.79
22FYMCC9206T5ZF,Entity_263,Construction,326.87,9805.93,100,13085.92
35FPZWE0420K9ZE,Entity_264,Manufacturing,75.53,7548.55,24,377.86
17NPKNX2292G1ZS,Entity_265,Logistics,330.91,9927.44,102,6618.33
15PGQQD4065I8ZL,Entity_266,Wholesale,55.35,1659.91,17,278.59
16INONZ1111G4ZN,Entity_267,Manufacturing,330.89,33092.08,101,1654.11
17MOVVY0305T9Z1,Entity_268,Construction,198.27,5951.88,61,990.46
36MBNDQ8022L7ZG,Entity_269,Construction,394.57,11834.18,119,1972.84
35ZRUZP4620Y5ZH,Entity_270,Manufacturing,122.29,12230.0,38,4885.2
26MKBZL1509P9ZP,Entity_271,Services,39.65,1185.2,33,1570.88
19SRMVG2081M1ZR,Entity_272,Retail,19.66,591.17,8,99.31
31MWHTZ3490W1ZV,Entity_273,Services,323.26,9694.98,259,1618.24
36MPAAM3038L6Z5,Entity_274,Construction,194.76,5842.15,59,972.46
21RNQLR2253P4Z9,Entity_275,Services,357.98,10739.34,289,1788.36
32AQHXC3948Q4ZH,Entity_276,Wholesale,40.24,1210.78,15,201.04
27HKJKK5329V7ZY,Entity_277,Retail,234.69,7043.97,71,1173.13
36PKRIB6423K5Z0,Entity_278,Wholesale,382.96,11492.16,116,1913.3
31DIMZD9180Q8ZN,Entity_279,Services,79.99,2396.43,64,398.03
37UDQBO4765F9Z1,Entity_280,Wholesale,315.5,9467.95,95,1578.55
34YKZYZ4000H4ZY,Entity_281,Services,130.32,3910.94,107,653.12
12PVZYY2321U7ZX,Entity_282,Wholesale,252.99,7585.66,78,1265.62
25ZITZI7705N9ZX,Entity_283,Logistics,283.15,8496.11,86,45293.12
21GCPGW6394E4ZK,Entity_284,Construction,179.05,5371.38,448,895.98
11MIWSG8669H6Z4,Entity_285,Construction,79.1,2372.44,25,396.92
26WMFJJ7813C3Z2,Entity_286,Construction,51.0,1534.41,144,253.2
36FEGXN0083P4ZF,Entity_287,Logistics,398.06,11938.94,121,7961.39
12TUWSK7188H6ZJ,Entity_288,Retail,158.44,4754.42,48,793.48
13RBFDH8784I1ZB,Entity_289,Wholesale,390.97,11731.05,119,1956.64
21NUSKW3010X8ZN,Entity_290,Services,122.93,3688.69,792,614.44
11SRCFR7921E7ZK,Entity_291,Retail,106.49,3197.17,33,532.14
19VEAJU7465A3ZF,Entity_292,Construction,17.93,537.46,7,87.84
19WRKEA6346X4ZU,Entity_293,Services,102.18,3061.47,82,509.39
11XHDMC5279F7ZV,Entity_294,Logistics,399.31,11980.49,968,7986.82
27XOEKZ1423S7ZD,Entity_295,Retail,149.61,4488.58,45,747.89
35JWQKO9191W6ZG,Entity_296,Services,81.9,2456.38,66,409.53
33LLOXS6829S9Z3,Entity_297,Retail,317.68,76212.72,98,1587.52
26KLYRV2075M9ZS,Entity_298,Wholesale,141.77,4255.78,44,708.76
27CZQKR0258K3Z0,Entity_299,Logistics,70.16,2105.85,24,1401.36
34FCQLN2543L1ZY,Entity_300,Logistics,354.95,10647.25,107,7097.29
22MOVPA8529L7ZH,Entity_301,Wholesale,39.04,9377.36,12,196.71
37NMWKM0775Q6Z6,Entity_302,Logistics,134.37,4029.1,42,2688.91
11IVTBZ0679T1ZE,Entity_303,Services,307.17,9212.99,247,1535.0
25LXOXH8819U7ZS,Entity_304,Retail,271.34,8140.41,82,1356.36
29VMDWL5612X5ZL,Entity_305,Manufacturing,209.61,20964.6,63,1048.66
30XJCBO7047D2Z5,Entity_306,Services,236.22,7082.28,189,1180.95
29VCTBY8188H8ZV,Entity_307,Retail,150.53,4517.76,384,751.06
30QQGLI0683R3ZZ,Entity_308,Construction,182.1,5467.38,55,908.9
17PICST4332Y9Z7,Entity_309,Logistics,386.44,11595.49,116,7729.11
30AAOKO5887T4ZH,Entity_310,Logistics,318.55,9556.75,98,6370.51
16HUKJU9571I3ZW,Entity_311,Manufacturing,256.05,25606.74,78,1280.45
10KKTHK6799H2ZY,Entity_312,Logistics,296.61,8901.13,89,47466.88
37UKXWV6918A9ZJ,Entity_313,Retail,309.1,9275.89,93,12353.28
33NTSVN8616T6ZQ,Entity_314,Logistics,26.55,796.07,8,529.53
19EQTZS3350K4ZY,Entity_315,Retail,389.09,11672.9,952,1945.06
32RQRKC6156R8ZD,Entity_316,Manufacturing,372.82,37278.44,113,1863.65
27QVSIP9836U7ZR,Entity_317,Manufacturing,216.17,21613.13,66,8647.44
18CNSVH5320O9ZH,Entity_318,Logistics,205.22,49235.52,62,4103.58
21JBEVE4187Z7ZG,Entity_319,Retail,356.88,10706.24,872,1784.62
29JZVYY4175I8Z8,Entity_320,Retail,323.26,9692.93,97,1616.08
13ZOQGB2105G2ZN,Entity_321,Construction,75.61,2266.0,23,377.62
36EXRDT8757O3ZY,Entity_322,Manufacturing,193.95,19391.73,61,7771.36
22FQGCX3914Q9ZF,Entity_323,Wholesale,81.8,2454.88,26,410.77
35GUNVI2009I5ZT,Entity_324,Wholesale,354.26,10623.79,109,1772.03
30GIQGB6585Z3ZX,Entity_325,Logistics,351.44,10541.59,107,7029.11
17LWINL2079X3ZD,Entity_326,Construction,162.6,4877.5,50,813.94
30FEOIG0000P1ZQ,Entity_327,Retail,245.56,7371.29,74,1227.87
36ULBBL8561E5ZS,Entity_328,Retail,218.15,6540.7,66,1090.36
15WXGKH0116J7ZI,Entity_329,Wholesale,309.43,9280.67,94,1545.97
28XBOTF0450M3ZZ,Entity_330,Services,168.14,5043.39,136,6720.32
23SDRNY2056R8Z1,Entity_331,Retail,198.87,5971.08,61,995.92
33KZNZK1997I9Z2,Entity_332,Manufacturing,325.43,32538.8,99,1627.81
33UPRMJ0475B4ZQ,Entity_333,Wholesale,41.45,1241.15,15,208.39
34FIYMM4910M4ZX,Entity_334,Services,383.01,11490.51,307,1916.6
27WYPHY7591E6ZO,Entity_335,Retail,197.77,5931.76,60,7922.32
17IIOTE4410P2ZB,Entity_336,Manufacturing,397.46,39744.46,122,1987.53
13MHEUB0679K5ZV,Entity_337,Wholesale,277.12,8311.23,84,1386.45
35ZYKQF0630L7ZR,Entity_338,Retail,32.39,974.51,12,163.39
31ZCFQA3837N9ZH,Entity_339,Services,42.5,1272.06,36,211.77
36FEBOF5303I6ZM,Entity_340,Logistics,74.1,2227.66,23,1482.88
21LIDNJ3674T2ZC,Entity_341,Manufacturing,119.0,11898.64,36,596.76
28NSTWX9461Y1ZQ,Entity_342,Wholesale,108.06,3246.29,34,4331.68
22IJHQM0465J4ZN,Entity_343,Wholesale,256.07,7685.83,79,1281.6
