business_id,name,industry,turnover,electricity_usage,employee_count,freight_cost
12HEKNA8368F8ZF,Entity_28,Construction,81.39,2446.18,27,406.37
32VQQMR2938G4ZQ,Entity_29,Construction,190.34,5710.01,58,950.02
26ZQDNM0520J9ZD,Entity_30,Logistics,395.89,11874.64,120,7918.99
21YKGEU4249B8ZQ,Entity_31,Wholesale,153.98,46181.0,47,769.62
21OOEQT1800I2ZN,Entity_32,Retail,210.0,6295.39,66,1048.66
14VNLJY2194Q1ZU,Entity_33,Retail,57.76,1733.64,20,290.56
35XWZLF3541V1ZC,Entity_34,Construction,369.73,110948.0,112,1850.47
13FHKVQ7558N6Z2,Entity_35,Services,291.55,8745.55,234,1456.3
23QLAIR3918R6ZA,Entity_36,Construction,280.67,8422.61,85,1403.03
29PBRET9249F1ZN,Entity_37,Manufacturing,195.59,19560.75,61,977.97
25TQGHO8609P7ZT,Entity_38,Wholesale,151.59,4549.38,47,756.01
23MWFOW3920G4ZH,Entity_39,Logistics,279.07,8374.1,86,5579.66
27BPBWJ4328S6ZB,Entity_40,Wholesale,292.38,8776.14,89,1462.23
19XDSST6110W5ZF,Entity_41,Manufacturing,197.18,19716.28,61,985.09
15CKAYJ6097M8ZI,Entity_42,Manufacturing,40.77,40720.3,13,205.43
24BGERU3305R5Z5,Entity_43,Retail,327.86,9838.83,101,1638.86
23FAHZI4111V3ZN,Entity_44,Logistics,171.49,5145.64,54,3431.54
16KRCYA3543P7ZP,Entity_45,Construction,164.94,4947.74,51,824.53
32WBEOS5505L1ZR,Entity_46,Logistics,286.44,8588.46,87,5727.84
14YJZUL6477G6ZW,Entity_47,Logistics,399.57,11986.1,122,7990.4
14DUKKH8934R8Z3,Entity_48,Logistics,100.37,3010.28,32,2006.94
10YEVHK4679W1ZX,Entity_49,Construction,167.65,5031.68,53,839.12
36TVBFZ7665G4ZA,Entity_50,Manufacturing,108.37,10834.69,33,540.23
22QDMMM3958L5ZN,Entity_51,Retail,369.27,11076.25,111,1847.14
34MYGTA7825W5ZT,Entity_52,Retail,48.28,1451.7,16,239.77
36TAVZK7127X9ZL,Entity_53,Manufacturing,79.59,7960.79,24,398.45
32XPEWN1021U3ZK,Entity_54,Wholesale,268.9,8063.6,81,1346.05
16HTDGX7552N3ZZ,Entity_55,Services,223.25,67005.8,179,1117.75
18RIOBB7019W9ZN,Entity_56,Logistics,385.91,11577.65,117,7718.55
15DBDQG9674I8ZC,Entity_57,Logistics,252.11,7559.19,76,5042.29
32HIWRP7221Z3Z7,Entity_58,Logistics,342.95,10284.85,103,6858.18
13GULZO7792D6ZI,Entity_59,Services,369.99,11097.6,298,1848.38
32DVNAW4935A3ZU,Entity_60,Construction,319.29,9577.43,96,1597.88
15WDAMW6104U7Z4,Entity_61,Logistics,389.87,11693.67,117,7798.62
20HHSKU3647O3ZJ,Entity_62,Services,296.15,8884.47,239,1479.85
17YZSQN0797P9ZC,Entity_63,Manufacturing,185.29,18525.31,58,925.49
36JLBAG0020D8ZG,Entity_64,Services,279.85,8392.2,224,1400.23
28YLSQE1548O3ZJ,Entity_65,Construction,170.38,5108.65,52,851.18
13FMFML7741L9Z9,Entity_66,Wholesale,352.36,10569.27,107,1761.06
13UHTCO3873U9ZY,Entity_67,Logistics,165.59,4966.8,51,3313.7
29SZLLH7442Y4ZR,Entity_68,Wholesale,18.69,564.51,6,92.56
31LRFOG4663Q6ZX,Entity_69,Logistics,75.73,2269.47,24,1515.15
24BEIDF5835I8ZT,Entity_70,Services,158.41,4751.54,129,790.05
13ERRFE3538T4ZS,Entity_71,Wholesale,175.11,5252.45,55,876.25
34UMNSK2310P2Z4,Entity_72,Services,128.42,3847.89,104,643.18
21BUIDF4667M2Z1,Entity_73,Logistics,34.98,1052.59,12,699.25
25MKNDW5592B2ZH,Entity_74,Construction,111.94,3358.97,35,561.47
18KYTZN0582V7ZK,Entity_75,Wholesale,221.66,66469.6,68,1108.81
25GHVVL2614Q3ZS,Entity_76,Logistics,322.59,9676.61,99,6452.92
24MMZHE3217K1Z4,Entity_77,Logistics,60.89,1829.98,19,1216.54
37VVQRR7875Z7Z4,Entity_78,Wholesale,306.14,9187.94,92,1529.86
32EMXJK2010V6ZD,Entity_79,Construction,20.25,603.68,8,101.61
18HEMTI9176A6Z8,Entity_80,Manufacturing,76.44,76445.1,23,380.49
26OHHTZ5036Y1Z7,Entity_81,Wholesale,301.92,9054.82,92,1510.85
31XGSAO0091K4ZQ,Entity_82,Construction,266.33,7988.97,82,1330.63
11YSFFZ4610G1Z7,Entity_83,Logistics,348.0,104404.40000000001,105,6960.14
11ZMJOX0383K3Z3,Entity_84,Retail,179.88,5399.17,55,900.17
11AUBSS7005C5ZJ,Entity_85,Services,38.43,1151.77,33,191.8
23GDXIS4786D6ZB,Entity_86,Manufacturing,14.87,1485.73,6,74.96
36KCRTS4674G1ZH,Entity_87,Services,231.38,69456.09999999999,188,1158.51
35YBHNN0242S5ZY,Entity_88,Retail,319.19,9575.37,98,1594.31
29LWGUN3449R7Z0,Entity_89,Construction,251.94,75550.5,76,1261.07
32JBNCX9752C1ZA,Entity_90,Manufacturing,39.4,3935.15,13,195.22
14WHVVN5012E2Z5,Entity_91,Services,245.55,7367.0,197,1228.02
36WRUVO7498P1ZW,Entity_92,Manufacturing,224.63,22466.38,70,1123.26
26YRJBS4439Y3ZZ,Entity_93,Retail,335.17,10053.43,102,1675.74
10MNFDJ3603N6ZA,Entity_94,Construction,397.33,11917.72,120,1987.83
22SSGVI7353K1ZX,Entity_95,Logistics,53.56,1604.43,19,1069.83
16RWXMQ4877K2Z7,Entity_96,Services,206.07,6177.32,165,1030.35
31UTLXJ4326U4Z3,Entity_97,Services,47.51,1424.3,39,236.48
16UJNYK1024T2ZB,Entity_98,Logistics,159.62,4790.08,50,3193.68
23AHGXS6505C5ZP,Entity_99,Construction,17.05,508.77,8,85.77
21SLRYA8571E3ZR,Entity_100,Services,251.46,7542.57,202,1255.44
15XWWIA1627A2Z2,Entity_101,Manufacturing,225.35,22536.37,69,1126.92
15ZDBEH4875R4Z2,Entity_102,Retail,217.03,6514.14,67,1084.11
21YDMWL3800X3Z7,Entity_103,Services,378.77,11364.66,305,1892.52
31KBHIP6973Y7ZG,Entity_104,Retail,11.05,334.05,4,54.07
21ENVRR2243R3ZJ,Entity_105,Services,52.95,1587.55,45,264.01
27BRDJF1729Y8ZX,Entity_106,Retail,158.79,4763.24,50,794.08
32BKIFG9740H5ZB,Entity_107,Construction,243.31,7299.21,73,1215.19
31HSAEO9956Q4ZC,Entity_108,Manufacturing,260.19,260176.19999999998,80,1299.28
27WMZFL0572J4ZZ,Entity_109,Logistics,311.15,93329.3,95,6221.39
35CNFIK9593H9ZN,Entity_110,Services,349.96,10499.59,282,1749.82
11JTJFB8790B8ZS,Entity_111,Retail,314.09,9423.33,95,1571.5
16ABNNT9177L5ZQ,Entity_112,Logistics,264.75,7939.92,80,5296.85
13LIHYZ2407R9ZZ,Entity_113,Logistics,322.39,9670.24,99,6449.59
32XTYZB5570Z5ZH,Entity_114,Construction,115.53,3467.72,37,576.5
20TVDFT8558N4ZS,Entity_115,Manufacturing,310.62,31066.59,95,1552.35
31JWXJB0733W1Z4,Entity_116,Wholesale,86.13,2586.97,27,430.12
21DJBOY3198U8ZP,Entity_117,Logistics,327.61,9828.68,99,6550.56
32PMYHA1760L6Z4,Entity_118,Services,46.67,1396.01,40,232.56
19DWLIX4642P9ZZ,Entity_119,Retail,92.95,2784.53,28,464.59
17YBHPO2852M9ZC,Entity_120,Logistics,178.18,5340.86,56,3562.9
19CFSWH0394B2Z7,Entity_121,Services,327.81,9831.55,263,1638.84
18HOOMG8890U2ZV,Entity_122,Construction,39.81,1194.95,12,200.07
26RPDZB1273D3Z2,Entity_123,Construction,286.74,8601.75,87,1432.37
16DHQBE5073S5ZY,Entity_124,Services,63.24,1894.88,53,314.54
31UCAPF8619A5Z1,Entity_125,Retail,286.01,8583.25,86,1432.05
35DOERY5977B5ZP,Entity_126,Retail,187.8,5636.29,59,940.85
34WRSPV5328A2ZF,Entity_127,Services,103.36,3097.39,83,515.87
31VMVNB4128O8ZI,Entity_128,Services,385.72,11576.34,310,1927.88
35CKOND5408N2ZH,Entity_129,Logistics,269.95,8098.89,83,5399.41
33JUUJR4921K8ZM,Entity_130,Wholesale,386.9,11603.65,119,1932.7
14UCYPL5467M9ZD,Entity_131,Manufacturing,112.14,11217.54,36,559.15
17POGVJ8534F1Z2,Entity_132,Wholesale,388.89,11662.05,117,1943.07
30IINKF6212F3ZN,Entity_133,Manufacturing,352.99,35295.25,106,1766.73
11MPAHS4814Z3Z4,Entity_134,Retail,76.61,22977.3,23,381.55
17VSTFV7493E5Z7,Entity_135,Logistics,86.92,2605.86,28,1737.27
10NGDEI8062J9Z7,Entity_136,Wholesale,350.66,10516.82,108,1754.37
21LKVCL2082X8ZS,Entity_137,Retail,120.85,3622.78,37,604.67
22GTKMN0897D2ZK,Entity_138,Construction,94.14,2822.42,30,469.93
27VRCDP2766P4Z0,Entity_139,Wholesale,165.07,4953.83,52,823.61
17WMLYO1445U5ZL,Entity_140,Wholesale,102.25,3063.75,31,510.3
13LYBHU8290B1ZU,Entity_141,Services,197.57,5922.45,159,988.98
31XXQFS2813H2ZO,Entity_142,Construction,390.45,11714.71,120,1953.96
32VMKPN5151F8ZH,Entity_143,Manufacturing,171.57,171616.9,54,856.47
11JPDNJ0883R1Z2,Entity_144,Services,217.13,65115.8,174,1084.35
16CALPJ0735E2ZN,Entity_145,Wholesale,11.84,3527.7999999999997,4,58.67
28SHBCP0038D2ZM,Entity_146,Manufacturing,382.46,38242.24,117,1911.82
35FREYU8051S4ZH,Entity_147,Wholesale,244.97,7347.06,74,1223.23
25HQIXI0344H5ZD,Entity_148,Retail,46.27,1389.99,16,231.21
17EKAQS1340X1ZB,Entity_149,Retail,141.15,4230.16,44,705.55
16KXMUA3189R7ZT,Entity_150,Logistics,132.72,3982.49,41,2655.45
35XSJPV7330S7Z6,Entity_151,Manufacturing,285.13,28512.36,86,1426.14
33VZROP8050X8ZA,Entity_152,Construction,186.17,5582.72,57,929.25
26ARTPT6758H5Z4,Entity_153,Logistics,218.95,6563.9,66,4379.22
21MXDMC1542R5ZJ,Entity_154,Retail,233.39,7006.55,73,1167.96
22AMWIG6256L7ZP,Entity_155,Manufacturing,249.0,24904.61,76,1245.85
31EVNFE6119Z4ZT,Entity_156,Wholesale,52.25,1567.64,18,262.78
21KGBAN4065O6ZN,Entity_157,Services,75.28,2255.2,61,377.17
23BNYDT1632Q9Z4,Entity_158,Services,119.22,3574.74,98,595.25
25UEMLU8494B3ZN,Entity_159,Retail,322.15,96664.0,99,1609.74
24ZJMZH3111J1ZO,Entity_160,Construction,367.1,11008.16,113,1835.78
24BRYCQ5807P1ZW,Entity_161,Construction,58.04,17431.600000000002,20,289.89
19KBNWQ2749U7Z5,Entity_162,Logistics,287.28,8621.46,89,5744.93
36WBGUH6074D7ZD,Entity_163,Manufacturing,133.47,13343.43,41,667.11
28SSUMW7198W9Z7,Entity_164,Logistics,115.01,3449.33,37,2301.27
15MTKHU0750Y1Z4,Entity_165,Manufacturing,315.71,31571.38,97,1576.84
16KITSM8598J3ZZ,Entity_166,Services,23.32,700.91,21,117.39
30FIUNZ6829J7ZN,Entity_167,Construction,348.84,10466.08,107,1744.39
22CORIA5452V8ZM,Entity_168,Services,134.5,4038.28,108,673.79
30UOFZJ9730B3ZF,Entity_169,Logistics,184.97,5551.48,57,3700.88
14PQAPF4123U2ZD,Entity_170,Services,314.64,9440.91,253,1572.66
20ZGTKA5276K9ZF,Entity_171,Logistics,178.4,5354.31,56,3567.33
34RXDGG8361G5ZD,Entity_172,Retail,30.78,921.67,12,154.29
18NEJLZ8642H7ZF,Entity_173,Logistics,187.1,5617.84,57,3740.68
27XBZPV7503I4ZC,Entity_174,Services,370.67,11116.88,297,1854.92
31NURBB8080K2ZC,Entity_175,Services,167.16,5019.19,134,835.43
23FSHSM4752Q4ZY,Entity_176,Construction,156.12,4682.75,47,782.36
37CTFPO1727Y4ZW,Entity_177,Services,94.39,2829.45,77,470.88
20GVEIE4431Y7Z3,Entity_178,Manufacturing,186.44,18640.25,56,932.03
10LAEJO9695N1ZJ,Entity_179,Retail,353.08,105931.4,108,1764.94
37XYHYC0721Y1Z2,Entity_180,Logistics,27.59,826.54,11,553.44
14EFEEK7232C1ZU,Entity_181,Manufacturing,79.99,7998.38,25,400.19
24ADTYX3237Z2ZS,Entity_182,Retail,352.87,10586.61,107,1762.56
27NJJUZ9181B7ZB,Entity_183,Services,204.0,61235.9,166,1021.12
30ILWSJ3396M3Z7,Entity_184,Logistics,125.2,3752.16,39,2502.91
32YCVMS1375I5ZE,Entity_185,Manufacturing,11.97,1194.04,5,61.69
12ZMRJQ5102T8ZZ,Entity_186,Services,136.45,4094.39,110,681.13
23YQMUL4617Q1Z4,Entity_187,Wholesale,170.72,5125.81,53,854.62
15GJNZZ9906N4Z3,Entity_188,Retail,359.52,10784.54,110,1796.86
28VAUQF1244C2ZI,Entity_189,Manufacturing,202.0,202041.1,61,1008.68
24BIGYB0508S4ZR,Entity_190,Services,106.07,3182.16,86,528.8
32SWIMR0893H4ZO,Entity_191,Retail,93.53,2808.19,30,466.33
20TRXAP0076F7ZV,Entity_192,Services,351.34,10544.25,282,1755.45
32YLUHP4578W1ZV,Entity_193,Wholesale,128.81,38598.7,41,642.33
35LLIXO4630L2Z4,Entity_194,Services,97.29,2922.5,78,486.47
37CQCCE5573F6Z6,Entity_195,Retail,219.63,6589.92,68,1096.86
26HBADE7562P7ZS,Entity_196,Logistics,187.61,5628.31,59,3751.59
30PHZKA3411W7ZA,Entity_197,Wholesale,383.43,11504.6,116,1918.86
30IVXUY1436W1Z1,Entity_198,Retail,24.32,733.11,8,120.11
10OZYRJ6958T4ZD,Entity_199,Logistics,270.67,8119.49,83,5412.72
29SRBJH9921A6ZT,Entity_200,Wholesale,18.92,5637.200000000001,6,96.39
13YGERG3576N5ZB,Entity_201,Construction,353.17,10599.23,108,1766.29
19DESPW9037R7ZV,Entity_202,Retail,221.58,66473.0,67,1106.42
32HODNH4696H4ZO,Entity_203,Wholesale,42.53,1278.53,15,212.59
14GTEBS9164Y4ZI,Entity_204,Manufacturing,116.52,11650.61,36,583.7
11JWGXK0055J7ZD,Entity_205,Retail,21.93,660.95,8,110.12
21JPIOB8478U5ZY,Entity_206,Services,380.46,11417.53,307,1902.12
26VLSFV0336B1ZG,Entity_207,Wholesale,80.36,2406.96,26,399.81
36WQIKV6173M8Z7,Entity_208,Services,350.2,105034.3,283,1752.18
35ZJDLI0840N2ZN,Entity_209,Construction,63.2,1899.98,21,314.27
29YRTQK3407B6ZB,Entity_210,Retail,321.64,9651.5,99,1609.34
23XQNWZ7856E5ZY,Entity_211,Logistics,102.71,3079.88,33,2056.2
13BBGRF3489V8ZS,Entity_212,Construction,294.48,8831.04,90,1471.73
34RNOCM9124M9ZM,Entity_213,Logistics,246.28,7386.12,75,4925.92
29MNCMV7653U5ZN,Entity_214,Services,169.46,5085.64,136,845.39
11QXWDV2712L3ZA,Entity_215,Wholesale,20.07,6057.5,8,98.69
33SOHET1843F3ZI,Entity_216,Services,274.31,8225.68,221,1370.79
35URLBZ1068H6ZJ,Entity_217,Logistics,168.72,5057.59,51,3373.72
22ZEDWP5433U2Z8,Entity_218,Construction,257.02,7708.66,78,1283.75
27DKLKH4697W8ZH,Entity_219,Logistics,344.62,10341.67,104,6893.55
25DKESH8008X7ZQ,Entity_220,Construction,40.1,1199.81,14,201.73
18NAWIZ2610D7ZK,Entity_221,Services,76.27,2290.65,62,383.17
26JUBVI2383A3Z5,Entity_222,Wholesale,45.22,1353.03,14,227.97
35CXGEC5398C6ZZ,Entity_223,Construction,12.54,381.02,4,62.28
12AIPXG4563V7ZC,Entity_224,Construction,99.42,2977.68,32,498.29
14GQCMO2125D1Z4,Entity_225,Manufacturing,35.31,3535.16,13,178.29
13JDIMI0921X5ZF,Entity_226,Services,185.78,5577.53,150,927.55
36OEAXE0389Y9ZC,Entity_227,Logistics,253.27,7601.52,78,5063.67
22CXIEG4402Z2ZI,Entity_228,Manufacturing,21.78,2175.39,7,107.15
17UCMCB6592L3ZT,Entity_229,Logistics,189.83,5691.05,58,3794.81
11IKNER6683I5ZF,Entity_230,Construction,347.69,104286.5,107,1739.74
12AZETZ4313O9Z5,Entity_231,Retail,175.56,5267.64,54,877.76
30YXNHX8794Y8Z5,Entity_232,Manufacturing,386.65,38661.98,118,1932.57
28ZGNSS6147P2ZR,Entity_233,Wholesale,331.8,9950.52,102,1660.89
27IAKQK9693U5ZH,Entity_234,Wholesale,97.31,2921.08,32,485.94
13THRYB8170N1ZA,Entity_235,Services,392.12,11762.91,314,1960.87
23PFJLF6575Z4ZI,Entity_236,Services,287.33,8618.42,231,1434.75
20QEEHJ4429B7Z7,Entity_237,Logistics,109.43,3279.18,34,2189.23
35CCYCN9476P2Z5,Entity_238,Wholesale,72.21,2164.26,23,361.11
12NXURT6894O5Z8,Entity_239,Logistics,333.73,10011.44,102,6676.35
10NXXWQ9123K9ZQ,Entity_240,Logistics,300.94,9029.2,91,6017.18
25YKIRL8338Y2Z3,Entity_241,Logistics,61.91,1861.97,19,1236.72
13WPYHF0040M1ZI,Entity_242,Manufacturing,207.68,207655.2,63,1038.15
28FNKBX9978B9Z9,Entity_243,Logistics,189.52,5683.73,57,3792.26
34EAKBX2661H4ZY,Entity_244,Services,159.6,4786.78,129,798.4
19HTQDM4370F9Z0,Entity_245,Logistics,336.99,10105.85,102,6741.41
24EDNWC9810Y6Z1,Entity_246,Wholesale,206.51,6192.76,63,1034.11
25ZUHZA2513K6Z7,Entity_247,Retail,90.24,2705.35,28,451.56
10USNVQ1917W2ZA,Entity_248,Manufacturing,204.59,20460.31,62,1023.43
30DXLTX8808A5Z9,Entity_249,Manufacturing,147.91,14792.13,47,740.64
35GWFVX1448P5ZB,Entity_250,Manufacturing,200.46,20045.4,62,1001.56
25UKBGW6256J6Z4,Entity_251,Manufacturing,238.77,238723.1,72,1195.61
33IYVFV6826R1Z9,Entity_252,Construction,210.61,6314.14,64,1053.33
33JAHXV0322X7Z2,Entity_253,Construction,14.8,446.14,5,73.87
37NFSCY7611U5ZA,Entity_254,Manufacturing,249.46,24943.55,76,1248.09
13FPWWZ5773P1Z9,Entity_255,Services,331.69,9950.55,268,1657.87
15CATEK6735G3ZE,Entity_256,Construction,229.95,6900.73,71,1148.15
14NEWGI6309W8ZJ,Entity_257,Services,226.06,6783.22,182,1131.94
22RAEIR7105S1ZG,Entity_258,Services,67.7,2029.8,57,340.5
18FDVQF5016V7ZI,Entity_259,Wholesale,98.06,2941.88,30,490.05
26CJGSJ3927O3ZH,Entity_260,Services,133.56,40058.4,108,669.04
21MTXPP5327Z4ZO,Entity_261,Manufacturing,57.48,5751.27,20,286.59
17EUIWL9808W5ZX,Entity_262,Retail,185.46,5562.64,56,925.84
28PXXUC3277K4Z8,Entity_263,Retail,294.58,88414.3,89,1471.4
16EYBHY4484X7ZW,Entity_264,Manufacturing,126.08,12612.47,39,629.54
21ZOCCW4647C8ZY,Entity_265,Wholesale,137.0,4111.57,44,683.93
37PNSYI6727W7ZS,Entity_266,Construction,205.98,6180.14,63,1030.76
22EDMWS2424W1ZE,Entity_267,Retail,90.34,2706.49,28,450.72
17KYVOO3553G2ZU,Entity_268,Manufacturing,46.97,4700.12,15,234.99
18TVVXN8488S4Z0,Entity_269,Logistics,308.04,9245.1,95,6159.48
16KQXMC3423M8ZK,Entity_270,Retail,187.82,5633.4,59,937.73
17BEPIK0306T3Z7,Entity_271,Manufacturing,336.09,33606.39,101,1679.44
13GVUVT9738U6ZA,Entity_272,Construction,375.77,112740.59999999999,115,1880.52
37PXQWX1720R4ZO,Entity_273,Services,282.47,8471.67,226,1411.84
28YTENT6380F8Z8,Entity_274,Wholesale,253.33,7603.71,77,1266.54
25RWKRM7622S4ZO,Entity_275,Retail,99.95,2998.97,30,499.64
13BUNQF0100D9ZX,Entity_276,Wholesale,156.56,4697.74,49,783.75
15FGPGG1839N5ZP,Entity_277,Wholesale,266.19,79900.5,82,1330.93
29ZIDVV2754M1ZD,Entity_278,Construction,122.69,3677.43,37,611.58
31WEKJR1913V8ZB,Entity_279,Services,17.03,506.88,15,83.68
18RMGRM6440S2Z9,Entity_280,Logistics,164.58,4940.71,51,3292.17
29RYPDT0773B9ZC,Entity_281,Wholesale,65.73,1972.88,22,326.79
16MQUJO2353H6ZM,Entity_282,Wholesale,365.84,10979.0,110,1828.9
11PPRIJ1648B5Z1,Entity_283,Wholesale,386.33,11585.73,116,1933.51
23QLQUO9311G3ZH,Entity_284,Logistics,229.26,6874.96,70,4586.5
18RWHFS2573X9ZX,Entity_285,Services,382.49,11476.85,306,1913.14
13ZEQIE2423U8ZJ,Entity_286,Construction,61.91,18550.2,21,310.02
20MHGJR8229E9ZL,Entity_287,Wholesale,146.44,4395.14,45,732.06
23DZOPJ0083D2Z1,Entity_288,Construction,130.0,39025.4,41,651.93
20KVGFK7891O5Z0,Entity_289,Services,315.82,9471.68,254,1580.07
33JLATP8390K3ZO,Entity_290,Services,81.01,2426.11,67,403.49
13USEYN2482Z2Z6,Entity_291,Retail,146.96,4409.31,47,733.13
15OWERH0117S5ZF,Entity_292,Manufacturing,75.15,7518.15,24,375.0
15RZMHZ0753D9ZW,Entity_293,Retail,184.21,5528.62,57,919.68
31AAVIG5144K7ZJ,Entity_294,Manufacturing,219.94,21995.41,67,1099.4
13VUNUW8257Y6Z5,Entity_295,Construction,345.11,10348.83,106,1726.75
27CORMK1107T1ZT,Entity_296,Manufacturing,49.25,4926.8,17,246.53
10ATSPN9956O9ZI,Entity_297,Logistics,55.37,1661.48,18,1109.07
16OWZJG9708J9ZZ,Entity_298,Retail,253.58,7603.99,79,1266.41
36FGJWB6308U7ZL,Entity_299,Services,44.99,1352.49,36,225.12
33VFLVD6836Y9Z8,Entity_300,Manufacturing,303.44,303446.4,94,1518.43
18KLDCS0237I6Z8,Entity_301,Services,98.71,2962.03,80,492.93
18AHXBM7322X5ZW,Entity_302,Services,128.99,3864.79,105,645.08
24TZBPI5423W3Z3,Entity_303,Manufacturing,343.96,34392.16,106,1718.38
16IKROH2056Y5ZT,Entity_304,Manufacturing,36.46,3649.18,13,182.63
16EMELK1140K1Z8,Entity_305,Logistics,213.41,6398.62,67,4267.5
29KXPEL2709M2Z0,Entity_306,Manufacturing,323.3,32325.74,99,1615.37
21DAKUB3359H3ZY,Entity_307,Manufacturing,329.03,32904.17,99,1643.6
26UTRZV5941T2ZK,Entity_308,Manufacturing,354.87,35491.27,108,1775.37
30BKSSI7548Z5ZJ,Entity_309,Manufacturing,189.09,18909.12,57,945.08
15FSZPX2858N5ZT,Entity_310,Wholesale,378.08,11338.95,114,1892.19
12RZJFE7069W2ZW,Entity_311,Logistics,39.24,1179.46,12,784.87
18XXXIP8027L6ZV,Entity_312,Services,358.04,10746.02,287,1789.95
36JOTYG8314N4ZI,Entity_313,Services,396.31,11885.64,320,1981.02
14MOGRU9948A3ZL,Entity_314,Logistics,84.12,2522.77,26,1681.24
29GFTYT3808P2ZW,Entity_315,Wholesale,329.3,9876.84,100,1648.34
14MNLZN2255K6ZP,Entity_316,Retail,13.23,399.34,6,65.23
13SHPKG5406F9Z2,Entity_317,Logistics,220.9,6625.59,67,4416.5
35XMCXH4502D9ZR,Entity_318,Logistics,109.58,3288.2,33,2190.82
25ZPKUD4184I5ZN,Entity_319,Retail,214.61,64362.399999999994,66,1071.43
17PTKTL3842Z7ZF,Entity_320,Wholesale,48.84,1469.49,16,244.18
16AOZCE5688U1ZK,Entity_321,Construction,43.43,12987.9,16,216.24
36UMRCA0944C1ZP,Entity_322,Wholesale,277.19,8319.86,86,1386.27
20RFOBD7989R3ZP,Entity_323,Construction,39.49,1187.98,12,198.39
15WUFTB6280E8ZM,Entity_324,Services,370.61,111139.59999999999,297,1854.43
37XRABE7486Y7ZC,Entity_325,Wholesale,389.69,11692.75,119,1949.2
12CCWQD9847A4ZI,Entity_326,Manufacturing,199.83,19986.28,60,998.25
20XIBWT8209K6Z0,Entity_327,Logistics,80.6,2421.32,25,1612.47
37BMXPG5086H9ZC,Entity_328,Wholesale,357.49,10726.9,110,1785.47
31ACZXE4522O3ZT,Entity_329,Services,101.03,3032.09,83,504.89
27TXAIR3220O2ZT,Entity_330,Logistics,172.55,5172.44,52,3449.21
33BSKYG4929R9Z5,Entity_331,Services,325.23,9756.68,262,1624.36
11ALCXT8245C3ZP,Entity_332,Construction,175.71,5274.54,55,877.32
36IWDDM7762P7Z4,Entity_333,Wholesale,311.52,9346.71,94,1557.21
30TUVGT4991O1ZC,Entity_334,Services,271.89,8158.13,219,1359.22
12GXFJA8414X2ZM,Entity_335,Manufacturing,108.79,10879.78,34,542.36
16ODVLE1919N1Z0,Entity_336,Construction,30.59,918.04,12,154.52
33IKFMW2916R9ZA,Entity_337,Manufacturing,294.45,29443.66,90,1473.47
12OAUSH1767S8ZE,Entity_338,Logistics,152.49,4570.52,48,3051.38
21KWTCE0638A1ZF,Entity_339,Wholesale,295.61,8867.06,89,1476.98
17KPXFE0415J7ZD,Entity_340,Construction,203.88,6114.84,62,1017.96
24YWTFC2206W1Z9,Entity_341,Manufacturing,27.97,27974.8,10,141.09
25IYHAY8924F4ZU,Entity_342,Construction,211.93,6356.94,66,1061.48
